,binned_BALANCE,binned_PURCHASES,binned_ONEOFF_PURCHASES,binned_INSTALLMENTS_PURCHASES,binned_CASH_ADVANCE,binned_CASH_ADVANCE_TRX,binned_PURCHASES_TRX,binned_CREDIT_LIMIT,binned_PAYMENTS,binned_MINIMUM_PAYMENTS,binned_BALANCE_FREQUENCY,binned_PURCHASES_FREQUENCY,binned_ONEOFF_PURCHASES_FREQUENCY,binned_PURCHASES_INSTALLMENTS_FREQUENCY,binned_CASH_ADVANCE_FREQUENCY,binned_PRC_FULL_PAYMENT,binned_TENURE
3856,2.0,3.0,3.0,3.0,0.0,0.0,3.0,5.0,3.0,4.0,5.0,4.0,1.0,3.0,0.0,3.0,7.0
3857,3.0,4.0,4.0,3.0,0.0,0.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,0.0,4.0,7.0
3858,5.0,0.0,0.0,0.0,4.0,3.0,0.0,6.0,3.0,6.0,5.0,0.0,0.0,0.0,1.0,0.0,7.0
3859,4.0,4.0,3.0,4.0,3.0,1.0,4.0,5.0,3.0,5.0,5.0,5.0,2.0,5.0,1.0,0.0,7.0
3860,4.0,2.0,0.0,3.0,4.0,2.0,1.0,4.0,4.0,5.0,5.0,1.0,0.0,1.0,1.0,0.0,7.0
3861,2.0,3.0,3.0,0.0,0.0,0.0,0.0,6.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0
3862,4.0,4.0,4.0,4.0,3.0,1.0,3.0,6.0,4.0,6.0,5.0,5.0,5.0,5.0,0.0,0.0,7.0
3863,4.0,2.0,2.0,0.0,0.0,0.0,1.0,4.0,4.0,8.0,5.0,1.0,1.0,0.0,0.0,0.0,6.0
3864,2.0,4.0,1.0,4.0,0.0,0.0,3.0,6.0,3.0,4.0,5.0,5.0,0.0,4.0,0.0,4.0,7.0
3865,2.0,2.0,2.0,0.0,0.0,0.0,0.0,5.0,3.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0
3866,3.0,3.0,0.0,3.0,0.0,0.0,2.0,5.0,4.0,5.0,2.0,5.0,0.0,5.0,0.0,0.0,7.0
3867,4.0,0.0,0.0,0.0,3.0,2.0,0.0,4.0,3.0,6.0,5.0,0.0,0.0,0.0,1.0,0.0,7.0
3868,5.0,4.0,4.0,3.0,0.0,0.0,3.0,6.0,3.0,6.0,5.0,5.0,5.0,4.0,0.0,0.0,7.0
3869,4.0,3.0,3.0,0.0,0.0,0.0,1.0,4.0,3.0,6.0,5.0,1.0,1.0,0.0,0.0,0.0,7.0
3870,2.0,3.0,2.0,4.0,0.0,0.0,3.0,7.0,3.0,5.0,5.0,5.0,0.0,5.0,0.0,2.0,7.0
3871,5.0,0.0,0.0,0.0,4.0,2.0,0.0,6.0,4.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0
3872,2.0,3.0,3.0,0.0,0.0,0.0,2.0,5.0,3.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,7.0
3873,1.0,3.0,0.0,3.0,0.0,0.0,2.0,5.0,0.0,5.0,3.0,3.0,0.0,3.0,0.0,0.0,7.0
3874,4.0,0.0,0.0,0.0,4.0,2.0,0.0,6.0,3.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,2.0
3875,5.0,4.0,4.0,3.0,4.0,0.0,3.0,6.0,4.0,7.0,5.0,4.0,4.0,1.0,0.0,0.0,7.0
3876,5.0,0.0,0.0,0.0,3.0,2.0,0.0,5.0,3.0,6.0,5.0,0.0,0.0,0.0,1.0,0.0,7.0
3877,3.0,3.0,3.0,0.0,0.0,0.0,0.0,5.0,3.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0
3878,4.0,5.0,4.0,4.0,0.0,0.0,4.0,6.0,4.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,7.0
3879,2.0,2.0,2.0,0.0,0.0,0.0,0.0,5.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0
3880,4.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,3.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0
3881,4.0,3.0,2.0,3.0,0.0,0.0,2.0,3.0,3.0,5.0,5.0,3.0,0.0,3.0,0.0,0.0,7.0
3882,4.0,3.0,3.0,2.0,4.0,2.0,2.0,5.0,3.0,6.0,5.0,2.0,1.0,1.0,0.0,0.0,5.0
3883,5.0,4.0,4.0,0.0,0.0,0.0,3.0,6.0,4.0,6.0,5.0,4.0,4.0,0.0,0.0,0.0,7.0
3884,4.0,3.0,3.0,1.0,3.0,2.0,2.0,4.0,2.0,5.0,5.0,5.0,3.0,3.0,1.0,0.0,2.0
3885,4.0,4.0,4.0,4.0,0.0,0.0,5.0,6.0,3.0,6.0,5.0,5.0,5.0,5.0,0.0,0.0,7.0
3886,5.0,4.0,3.0,4.0,4.0,2.0,3.0,5.0,3.0,6.0,5.0,5.0,1.0,5.0,0.0,0.0,7.0
3887,3.0,4.0,4.0,4.0,0.0,0.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,0.0,1.0,7.0
3888,4.0,4.0,0.0,4.0,0.0,0.0,2.0,6.0,3.0,6.0,5.0,5.0,0.0,5.0,0.0,0.0,7.0
3889,4.0,0.0,0.0,0.0,4.0,3.0,0.0,4.0,4.0,5.0,4.0,0.0,0.0,0.0,1.0,0.0,6.0
3890,3.0,3.0,2.0,3.0,4.0,2.0,3.0,6.0,3.0,5.0,5.0,5.0,0.0,5.0,1.0,0.0,7.0
3891,4.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,3.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0
3892,2.0,3.0,3.0,0.0,0.0,0.0,2.0,5.0,4.0,5.0,5.0,5.0,5.0,0.0,0.0,5.0,7.0
3893,2.0,3.0,0.0,3.0,0.0,0.0,1.0,3.0,3.0,5.0,3.0,3.0,0.0,2.0,0.0,1.0,7.0
3894,2.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0
3895,5.0,1.0,1.0,0.0,4.0,2.0,0.0,5.0,3.0,6.0,5.0,0.0,0.0,0.0,1.0,0.0,7.0
3896,4.0,3.0,3.0,0.0,3.0,0.0,0.0,5.0,4.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0
3897,4.0,3.0,3.0,3.0,0.0,0.0,3.0,4.0,4.0,6.0,5.0,5.0,1.0,5.0,0.0,0.0,7.0
3898,2.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0
3899,2.0,3.0,0.0,3.0,0.0,0.0,2.0,6.0,3.0,4.0,5.0,4.0,0.0,4.0,0.0,4.0,7.0
3900,5.0,3.0,3.0,0.0,0.0,0.0,0.0,5.0,3.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0
3901,3.0,3.0,2.0,3.0,3.0,2.0,3.0,5.0,3.0,6.0,5.0,4.0,1.0,4.0,1.0,0.0,7.0
3902,1.0,2.0,2.0,0.0,0.0,0.0,1.0,5.0,0.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,7.0
3903,4.0,0.0,0.0,0.0,4.0,2.0,0.0,5.0,3.0,6.0,5.0,0.0,0.0,0.0,1.0,0.0,7.0
3904,4.0,0.0,0.0,0.0,4.0,1.0,0.0,5.0,4.0,5.0,4.0,0.0,0.0,0.0,0.0,1.0,6.0
3905,5.0,4.0,4.0,0.0,0.0,0.0,3.0,6.0,4.0,6.0,5.0,4.0,4.0,0.0,0.0,0.0,7.0
3906,5.0,0.0,0.0,0.0,4.0,3.0,0.0,5.0,4.0,7.0,5.0,0.0,0.0,0.0,2.0,0.0,7.0
3907,1.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
3908,5.0,1.0,0.0,1.0,5.0,0.0,1.0,7.0,5.0,7.0,5.0,2.0,0.0,2.0,0.0,0.0,7.0
3909,4.0,0.0,0.0,0.0,3.0,1.0,0.0,4.0,3.0,7.0,5.0,0.0,0.0,0.0,1.0,0.0,7.0
3910,3.0,4.0,4.0,0.0,0.0,0.0,3.0,6.0,4.0,5.0,5.0,5.0,5.0,0.0,0.0,5.0,7.0
3911,4.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,3.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0
3912,4.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,3.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0
3913,2.0,3.0,3.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0
3914,1.0,2.0,0.0,3.0,0.0,0.0,2.0,4.0,2.0,4.0,5.0,5.0,0.0,4.0,0.0,0.0,6.0
3915,2.0,3.0,2.0,3.0,0.0,0.0,3.0,4.0,3.0,4.0,5.0,3.0,0.0,2.0,0.0,3.0,7.0
3916,3.0,3.0,2.0,4.0,0.0,0.0,2.0,6.0,4.0,4.0,5.0,4.0,0.0,2.0,0.0,5.0,1.0
3917,4.0,3.0,0.0,4.0,3.0,1.0,3.0,4.0,3.0,6.0,5.0,5.0,0.0,5.0,0.0,0.0,7.0
3918,3.0,2.0,0.0,2.0,0.0,0.0,1.0,5.0,3.0,5.0,5.0,2.0,0.0,2.0,0.0,0.0,7.0
3919,3.0,3.0,0.0,3.0,0.0,0.0,1.0,4.0,2.0,4.0,5.0,3.0,0.0,3.0,0.0,0.0,1.0
3920,4.0,3.0,3.0,2.0,0.0,0.0,2.0,4.0,3.0,6.0,5.0,2.0,2.0,1.0,0.0,0.0,7.0
3921,5.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,4.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0
3922,4.0,4.0,4.0,0.0,4.0,2.0,1.0,5.0,4.0,6.0,5.0,1.0,1.0,0.0,2.0,0.0,7.0
3923,4.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,3.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0
3924,3.0,3.0,2.0,3.0,3.0,0.0,1.0,5.0,4.0,4.0,4.0,3.0,0.0,1.0,0.0,1.0,7.0
3925,5.0,0.0,0.0,0.0,4.0,2.0,0.0,6.0,4.0,7.0,5.0,0.0,0.0,0.0,1.0,0.0,7.0
3926,4.0,4.0,4.0,2.0,0.0,0.0,3.0,5.0,3.0,6.0,5.0,5.0,4.0,5.0,0.0,0.0,7.0
3927,2.0,3.0,0.0,3.0,0.0,0.0,2.0,5.0,3.0,4.0,5.0,5.0,0.0,4.0,0.0,1.0,7.0
3928,4.0,3.0,3.0,1.0,0.0,0.0,1.0,5.0,3.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,7.0
3929,4.0,3.0,3.0,3.0,2.0,0.0,4.0,5.0,4.0,6.0,5.0,5.0,3.0,5.0,0.0,0.0,7.0
3930,5.0,0.0,0.0,0.0,4.0,1.0,0.0,6.0,4.0,7.0,5.0,0.0,0.0,0.0,1.0,0.0,7.0
3931,4.0,1.0,1.0,0.0,3.0,1.0,0.0,5.0,3.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0
3932,4.0,4.0,4.0,4.0,3.0,2.0,3.0,5.0,4.0,6.0,5.0,5.0,4.0,5.0,1.0,0.0,7.0
3933,3.0,3.0,0.0,3.0,3.0,0.0,1.0,4.0,3.0,4.0,4.0,4.0,0.0,3.0,0.0,0.0,0.0
3934,4.0,0.0,0.0,0.0,4.0,2.0,0.0,5.0,3.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0
3935,4.0,3.0,4.0,2.0,0.0,0.0,3.0,5.0,3.0,7.0,5.0,4.0,4.0,0.0,0.0,0.0,7.0
3936,3.0,3.0,3.0,0.0,4.0,1.0,0.0,6.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0
3937,4.0,5.0,5.0,4.0,0.0,0.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,4.0,0.0,4.0,7.0
3938,2.0,3.0,0.0,3.0,0.0,0.0,2.0,5.0,3.0,4.0,4.0,5.0,0.0,4.0,0.0,0.0,6.0
3939,5.0,4.0,4.0,4.0,3.0,2.0,4.0,6.0,5.0,7.0,5.0,5.0,5.0,5.0,1.0,0.0,7.0
3940,4.0,0.0,0.0,0.0,3.0,2.0,0.0,5.0,3.0,6.0,5.0,0.0,0.0,0.0,1.0,0.0,7.0
3941,2.0,2.0,2.0,0.0,2.0,1.0,1.0,5.0,3.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,7.0
3942,4.0,0.0,0.0,0.0,2.0,1.0,0.0,4.0,3.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0
3943,1.0,2.0,0.0,3.0,0.0,0.0,2.0,4.0,2.0,4.0,5.0,5.0,0.0,5.0,0.0,4.0,6.0
3944,5.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,4.0,8.0,5.0,5.0,4.0,5.0,3.0,0.0,7.0
3945,5.0,0.0,0.0,0.0,3.0,2.0,0.0,5.0,3.0,7.0,5.0,0.0,0.0,0.0,1.0,0.0,6.0
3946,3.0,3.0,3.0,3.0,0.0,0.0,2.0,6.0,3.0,4.0,5.0,4.0,3.0,1.0,0.0,1.0,7.0
3947,0.0,2.0,0.0,2.0,0.0,0.0,2.0,5.0,2.0,3.0,5.0,5.0,0.0,5.0,0.0,1.0,7.0
3948,3.0,4.0,4.0,4.0,0.0,0.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,7.0
3949,4.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,3.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0
3950,1.0,3.0,3.0,3.0,0.0,0.0,2.0,4.0,3.0,4.0,3.0,3.0,0.0,1.0,0.0,1.0,7.0
3951,2.0,3.0,3.0,0.0,0.0,0.0,1.0,4.0,3.0,4.0,2.0,1.0,1.0,0.0,0.0,3.0,7.0
3952,3.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0
3953,3.0,3.0,4.0,0.0,0.0,0.0,1.0,5.0,4.0,4.0,2.0,1.0,1.0,0.0,0.0,5.0,7.0
3954,3.0,4.0,4.0,4.0,0.0,0.0,4.0,6.0,4.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,7.0
3955,4.0,4.0,5.0,2.0,0.0,0.0,4.0,6.0,5.0,5.0,5.0,5.0,5.0,2.0,0.0,5.0,7.0
3956,4.0,4.0,4.0,3.0,0.0,0.0,4.0,5.0,4.0,7.0,5.0,5.0,5.0,5.0,0.0,0.0,7.0
3957,1.0,3.0,0.0,3.0,0.0,0.0,2.0,6.0,3.0,4.0,3.0,3.0,0.0,2.0,0.0,5.0,7.0
3958,2.0,3.0,3.0,0.0,0.0,0.0,1.0,6.0,3.0,5.0,5.0,3.0,3.0,0.0,0.0,0.0,6.0
3959,3.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,4.0,5.0,3.0,0.0,0.0,0.0,0.0,1.0,7.0
3960,4.0,3.0,3.0,3.0,0.0,0.0,2.0,4.0,3.0,6.0,5.0,4.0,0.0,4.0,0.0,0.0,7.0
3961,3.0,2.0,2.0,0.0,4.0,2.0,1.0,6.0,3.0,5.0,5.0,1.0,1.0,0.0,1.0,0.0,7.0
3962,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,5.0,7.0
3963,4.0,3.0,0.0,3.0,0.0,0.0,1.0,5.0,3.0,5.0,5.0,1.0,0.0,1.0,0.0,0.0,7.0
3964,2.0,3.0,3.0,0.0,0.0,0.0,1.0,4.0,3.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,6.0
3965,4.0,3.0,2.0,3.0,0.0,0.0,3.0,4.0,3.0,6.0,5.0,5.0,1.0,4.0,0.0,0.0,7.0
3966,4.0,1.0,0.0,1.0,3.0,2.0,0.0,5.0,3.0,6.0,5.0,0.0,0.0,0.0,1.0,0.0,7.0
3967,4.0,2.0,2.0,1.0,0.0,0.0,1.0,6.0,4.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,7.0
3968,4.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,3.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0
3969,3.0,4.0,4.0,0.0,0.0,0.0,3.0,6.0,4.0,5.0,5.0,5.0,5.0,0.0,0.0,5.0,7.0
3970,4.0,3.0,0.0,3.0,0.0,0.0,1.0,4.0,3.0,6.0,5.0,1.0,0.0,1.0,0.0,0.0,7.0
3971,4.0,4.0,4.0,3.0,0.0,0.0,3.0,6.0,4.0,6.0,5.0,5.0,4.0,2.0,0.0,0.0,7.0
3972,3.0,3.0,0.0,3.0,4.0,1.0,1.0,4.0,3.0,5.0,3.0,3.0,0.0,2.0,0.0,3.0,7.0
3973,4.0,0.0,0.0,0.0,4.0,1.0,0.0,5.0,3.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0
3974,4.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,2.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,7.0
3975,5.0,0.0,0.0,0.0,3.0,1.0,0.0,5.0,3.0,7.0,5.0,0.0,0.0,0.0,1.0,0.0,7.0
3976,2.0,3.0,0.0,3.0,0.0,0.0,2.0,6.0,3.0,5.0,5.0,5.0,0.0,5.0,0.0,5.0,7.0
3977,3.0,3.0,3.0,3.0,0.0,0.0,2.0,6.0,3.0,5.0,5.0,4.0,1.0,4.0,0.0,0.0,7.0
3978,4.0,2.0,2.0,0.0,0.0,0.0,1.0,4.0,3.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0
3979,3.0,0.0,0.0,0.0,4.0,2.0,0.0,4.0,3.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,7.0
3980,5.0,3.0,0.0,4.0,3.0,1.0,2.0,5.0,4.0,8.0,5.0,3.0,0.0,3.0,0.0,0.0,7.0
3981,1.0,3.0,0.0,3.0,0.0,0.0,2.0,4.0,3.0,4.0,4.0,4.0,0.0,4.0,0.0,5.0,7.0
3982,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0
3983,4.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,3.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0
3984,5.0,3.0,2.0,3.0,4.0,3.0,2.0,6.0,4.0,7.0,5.0,5.0,0.0,5.0,1.0,0.0,7.0
3985,2.0,2.0,2.0,2.0,0.0,0.0,1.0,5.0,3.0,4.0,4.0,1.0,0.0,1.0,0.0,0.0,7.0
3986,2.0,0.0,0.0,0.0,3.0,2.0,0.0,3.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0
3987,4.0,3.0,0.0,3.0,0.0,0.0,3.0,5.0,3.0,6.0,5.0,5.0,0.0,5.0,0.0,0.0,7.0
3988,3.0,4.0,4.0,3.0,3.0,0.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,7.0
3989,5.0,0.0,0.0,0.0,4.0,2.0,0.0,6.0,4.0,6.0,5.0,0.0,0.0,0.0,2.0,0.0,4.0
3990,4.0,0.0,0.0,0.0,3.0,1.0,0.0,5.0,3.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0
3991,3.0,3.0,3.0,3.0,0.0,0.0,3.0,5.0,3.0,4.0,5.0,4.0,4.0,1.0,0.0,0.0,7.0
3992,3.0,0.0,0.0,0.0,3.0,1.0,0.0,4.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0
3993,4.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,3.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,7.0
3994,4.0,3.0,3.0,0.0,0.0,0.0,2.0,4.0,3.0,6.0,5.0,2.0,2.0,0.0,0.0,0.0,7.0
3995,1.0,2.0,2.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0
3996,4.0,0.0,0.0,0.0,4.0,2.0,0.0,6.0,3.0,6.0,5.0,0.0,0.0,0.0,1.0,0.0,7.0
3997,3.0,4.0,4.0,4.0,0.0,0.0,4.0,6.0,4.0,5.0,5.0,5.0,5.0,5.0,0.0,4.0,7.0
3998,4.0,3.0,0.0,3.0,0.0,0.0,3.0,3.0,3.0,6.0,5.0,5.0,0.0,5.0,0.0,0.0,7.0
3999,5.0,0.0,0.0,0.0,4.0,3.0,0.0,5.0,4.0,7.0,5.0,0.0,0.0,0.0,2.0,0.0,7.0
4000,5.0,3.0,3.0,2.0,3.0,1.0,2.0,5.0,3.0,6.0,5.0,3.0,3.0,1.0,0.0,0.0,7.0
4001,5.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,3.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0
4002,4.0,4.0,4.0,3.0,0.0,0.0,3.0,6.0,4.0,5.0,5.0,5.0,5.0,2.0,0.0,0.0,7.0
4003,4.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,4.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0
4004,2.0,4.0,3.0,4.0,0.0,0.0,3.0,5.0,4.0,4.0,5.0,5.0,1.0,4.0,0.0,2.0,7.0
4005,5.0,0.0,0.0,0.0,3.0,1.0,0.0,5.0,3.0,7.0,5.0,0.0,0.0,0.0,1.0,0.0,7.0
4006,5.0,4.0,3.0,4.0,4.0,1.0,3.0,6.0,4.0,6.0,5.0,5.0,1.0,5.0,0.0,0.0,7.0
4007,3.0,4.0,4.0,0.0,0.0,0.0,2.0,6.0,3.0,5.0,5.0,5.0,5.0,0.0,0.0,1.0,7.0
4008,5.0,3.0,3.0,2.0,3.0,2.0,2.0,6.0,3.0,6.0,5.0,3.0,1.0,1.0,1.0,0.0,7.0
4009,3.0,3.0,3.0,0.0,4.0,2.0,1.0,6.0,3.0,5.0,5.0,3.0,3.0,0.0,0.0,1.0,7.0
4010,3.0,4.0,4.0,4.0,0.0,0.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,0.0,1.0,7.0
4011,3.0,3.0,0.0,3.0,3.0,1.0,2.0,3.0,3.0,4.0,1.0,5.0,0.0,5.0,0.0,0.0,7.0
4012,5.0,4.0,4.0,4.0,0.0,0.0,4.0,5.0,4.0,7.0,5.0,5.0,4.0,5.0,0.0,0.0,7.0
4013,4.0,4.0,3.0,4.0,0.0,0.0,4.0,5.0,0.0,5.0,5.0,5.0,3.0,4.0,0.0,0.0,7.0
4014,5.0,3.0,2.0,3.0,0.0,0.0,4.0,6.0,3.0,7.0,5.0,5.0,0.0,5.0,0.0,0.0,7.0
4015,4.0,3.0,1.0,3.0,0.0,0.0,1.0,6.0,3.0,6.0,5.0,2.0,0.0,1.0,0.0,0.0,7.0
4016,5.0,0.0,0.0,0.0,4.0,1.0,0.0,7.0,4.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0
4017,4.0,3.0,3.0,0.0,4.0,4.0,1.0,5.0,4.0,6.0,5.0,1.0,1.0,0.0,3.0,0.0,7.0
4018,4.0,3.0,3.0,0.0,5.0,4.0,1.0,5.0,4.0,7.0,5.0,1.0,1.0,0.0,2.0,1.0,7.0
4019,3.0,4.0,4.0,2.0,0.0,0.0,4.0,6.0,4.0,5.0,5.0,5.0,5.0,4.0,0.0,5.0,7.0
4020,4.0,0.0,0.0,0.0,3.0,2.0,0.0,4.0,3.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,7.0
4021,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
4022,5.0,0.0,0.0,0.0,4.0,2.0,0.0,5.0,4.0,6.0,5.0,0.0,0.0,0.0,2.0,0.0,7.0
4023,2.0,3.0,0.0,3.0,0.0,0.0,2.0,5.0,3.0,4.0,5.0,4.0,0.0,4.0,0.0,5.0,7.0
4024,3.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,3.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0
4025,3.0,4.0,4.0,3.0,0.0,0.0,3.0,5.0,4.0,4.0,5.0,5.0,5.0,3.0,0.0,4.0,7.0
4026,3.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,4.0,5.0,3.0,0.0,0.0,0.0,0.0,1.0,7.0
4027,3.0,3.0,0.0,3.0,0.0,0.0,2.0,6.0,3.0,5.0,5.0,3.0,0.0,3.0,0.0,0.0,7.0
4028,2.0,0.0,0.0,0.0,4.0,1.0,0.0,7.0,5.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0
4029,2.0,3.0,3.0,0.0,0.0,0.0,1.0,7.0,4.0,5.0,3.0,1.0,1.0,0.0,0.0,2.0,7.0
4030,5.0,5.0,4.0,5.0,4.0,0.0,4.0,6.0,5.0,8.0,5.0,4.0,3.0,4.0,0.0,0.0,7.0
4031,4.0,3.0,0.0,3.0,0.0,0.0,2.0,3.0,3.0,6.0,5.0,4.0,0.0,4.0,0.0,0.0,7.0
4032,2.0,3.0,2.0,4.0,0.0,0.0,2.0,5.0,3.0,4.0,5.0,5.0,1.0,5.0,0.0,4.0,7.0
4033,5.0,4.0,4.0,3.0,0.0,0.0,3.0,6.0,4.0,6.0,5.0,5.0,5.0,5.0,0.0,0.0,7.0
4034,4.0,0.0,0.0,0.0,2.0,1.0,0.0,4.0,3.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0
4035,2.0,3.0,0.0,3.0,0.0,0.0,2.0,5.0,3.0,5.0,3.0,3.0,0.0,3.0,0.0,3.0,7.0
4036,3.0,3.0,3.0,3.0,0.0,0.0,3.0,6.0,4.0,5.0,5.0,4.0,3.0,3.0,0.0,0.0,7.0
4037,4.0,3.0,3.0,3.0,4.0,0.0,3.0,5.0,3.0,7.0,5.0,5.0,1.0,5.0,0.0,0.0,7.0
4038,4.0,0.0,0.0,0.0,4.0,1.0,0.0,5.0,3.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0
4039,1.0,3.0,0.0,3.0,0.0,0.0,1.0,4.0,3.0,4.0,4.0,4.0,0.0,3.0,0.0,4.0,4.0
4040,4.0,0.0,0.0,0.0,4.0,3.0,0.0,5.0,4.0,6.0,5.0,0.0,0.0,0.0,2.0,0.0,7.0
4041,4.0,3.0,2.0,3.0,4.0,2.0,2.0,5.0,3.0,6.0,4.0,4.0,1.0,4.0,1.0,0.0,0.0
4042,4.0,3.0,3.0,0.0,0.0,0.0,0.0,4.0,3.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0
4043,3.0,0.0,0.0,0.0,4.0,2.0,0.0,6.0,4.0,5.0,5.0,0.0,0.0,0.0,1.0,1.0,7.0
4044,3.0,4.0,4.0,0.0,0.0,0.0,2.0,5.0,4.0,5.0,3.0,1.0,1.0,0.0,0.0,5.0,7.0
4045,4.0,3.0,3.0,0.0,0.0,0.0,0.0,6.0,3.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0
4046,4.0,0.0,0.0,0.0,3.0,2.0,0.0,5.0,3.0,6.0,5.0,0.0,0.0,0.0,1.0,0.0,7.0
4047,2.0,3.0,3.0,0.0,0.0,0.0,1.0,7.0,3.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,7.0
4048,3.0,3.0,3.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,5.0,2.0,2.0,0.0,0.0,0.0,7.0
